YYYYMMDD,Date,Short Positions,Long Positions,Total Positions,Daily PnL,Cumulative PnL,ROR,Market Value,Net Market Value,Sharpe
20110314,3/14/2011,0,1500,1500,0,194675,0,103960,105000,5.25057
20110315,3/15/2011,0,1500,1500,0,194675,0,102295,105000,5.24146
20110316,3/16/2011,0,1500,1500,-900,193775,-0.0676946,251410,256710,5.04592
20110317,3/17/2011,-500,1500,2000,0,193775,0,266750,244320,5.03729
20110318,3/18/2011,-500,1500,2000,330,194105,0.00199994,265645,244650,5.03264
20110321,3/21/2011,-500,1000,1500,4315,198420,0.0260985,101600,79315,5.06875
20110322,3/22/2011,-1000,1000,2000,0,198420,0,272325,-91285,5.06015
20110323,3/23/2011,-500,1000,1500,1005,199425,0.00589097,102680,79315,5.0629
20110324,3/24/2011,-500,1500,2000,0,199425,0,275600,251800,5.05436
20110325,3/25/2011,-500,1500,2000,0,199425,0,279855,251800,5.04587
20110328,3/28/2011,-500,1500,2000,2735,202160,0.0158565,278780,254535,5.06602
20110329,3/29/2011,-500,1000,1500,-125,202035,-0.0365299,269665,244270,4.97201
20110330,3/30/2011,-500,1000,1500,0,202035,0,268920,244270,4.96376
20110331,3/31/2011,-1000,1000,2000,95,202130,0.0011665,278575,234275,4.9578
20110401,4/1/2011,-500,500,1000,830,202960,0.0301536,185020,162830,4.99887
20110404,4/4/2011,-1000,500,1500,0,202960,0,265495,80705,4.99064
20110405,4/5/2011,-500,1000,1500,130,203090,0.00158295,192190,172685,4.98549
20110406,4/6/2011,-500,1000,1500,120,203210,0.0121766,264115,244850,4.99936
20110407,4/7/2011,-500,1000,1500,710,203920,0.0573043,261245,247225,5.06782
20110408,4/8/2011,-500,1500,2000,5,203925,6.09607e-05,272600,260265,5.05967
20110411,4/11/2011,-500,1500,2000,0,203925,0,270425,260265,5.05144
20110412,4/12/2011,-500,1500,2000,0,203925,0,270525,260265,5.04326
20110413,4/13/2011,-500,1500,2000,125,204050,0.0124813,272745,260390,5.05739
20110414,4/14/2011,-500,1500,2000,460,204510,0.00560805,271195,260850,5.05964
20110415,4/15/2011,-500,1500,2000,0,204510,0,269395,260850,5.05151
20110418,4/18/2011,-500,1000,1500,-8730,195780,-0.0390788,105320,86195,4.95375
20110419,4/19/2011,-1000,1000,2000,0,195780,0,274135,-82735,4.94586
20110420,4/20/2011,-1000,1000,2000,0,195780,0,277165,-82735,4.93802
20110421,4/21/2011,-1000,1000,2000,0,195780,0,282980,-82735,4.93021
20110425,4/25/2011,-1000,1000,2000,0,195780,0,284115,-82735,4.92244
20110426,4/26/2011,-1000,1000,2000,1275,197055,0.015367,283790,-81460,4.94114
20110427,4/27/2011,-1000,500,1500,1095,198150,0.023049,199580,-165550,4.97123
20110428,4/28/2011,-1500,500,2000,0,198150,0,283520,-250940,4.96345
20110429,4/29/2011,-1000,500,1500,100,198250,0.0011711,199600,-165550,4.95787
20110502,5/2/2011,-1000,1000,2000,0,198250,0,283500,-79475,4.95016
20110503,5/3/2011,-1000,500,1500,360,198610,0.0041824,198620,-165550,4.95009
20110504,5/4/2011,-1500,500,2000,0,198610,0,284875,-250860,4.94244
20110505,5/5/2011,-1500,500,2000,0,198610,0,282305,-250860,4.93482
20110506,5/6/2011,-1500,500,2000,865,199475,0.0101395,282335,-249995,4.94498
20110509,5/9/2011,-1500,500,2000,0,199475,0,282645,-249995,4.9374
20110510,5/10/2011,-1000,500,1500,1705,201180,0.173802,272750,-240185,4.95668
20110511,5/11/2011,-500,1000,1500,4685,205865,0.0277334,109135,-59550,4.99072
20110512,5/12/2011,-500,1000,1500,0,205865,0,110635,-59550,4.98312
20110513,5/13/2011,-1000,1000,2000,0,205865,0,279430,-229800,4.97556
20110516,5/16/2011,-500,1000,1500,3600,209465,0.0211454,108535,-59550,5.00084
20110517,5/17/2011,-500,1000,1500,70,209535,0.00598035,109285,-59480,5.00337
20110518,5/18/2011,-500,1000,1500,-845,208690,-0.0640637,267095,97265,4.84903
20110519,5/19/2011,-500,1000,1500,0,208690,0,267330,97265,4.84178
20110520,5/20/2011,-1000,1000,2000,0,208690,0,276545,85020,4.83457
20110523,5/23/2011,-500,1000,1500,315,209005,0.00373024,190715,169465,4.83363
20110524,5/24/2011,-500,1500,2000,170,209175,0.0138832,273470,253630,4.84844
20110525,5/25/2011,-500,1500,2000,0,209175,0,275700,253630,4.84128
20110526,5/26/2011,-500,1500,2000,0,209175,0,274675,253630,4.83414
20110527,5/27/2011,-500,1500,2000,0,209175,0,275940,253630,4.82704
20110531,5/31/2011,-500,1500,2000,0,209175,0,282140,253630,4.81997
20110601,6/1/2011,-500,1500,2000,2820,211995,0.0165946,279250,256450,4.8386
20110602,6/2/2011,-500,1000,1500,295,212290,0.00170762,106200,83695,4.8344
20110603,6/3/2011,0,1000,1000,120,212410,0.00993789,93390,95770,4.84327
20110606,6/6/2011,-500,1500,2000,0,212410,0,274315,-61245,4.83625
20110607,6/7/2011,0,1500,1500,3000,215410,0.0177494,104905,107775,4.85638
20110608,6/8/2011,0,1500,1500,-865,214545,-0.0734607,260260,262120,4.68206
20110609,6/9/2011,-500,1500,2000,0,214545,0,271025,251240,4.67536
20110610,6/10/2011,0,1500,1500,190,214735,0.0174632,256395,262120,4.69494
20110613,6/13/2011,0,2000,2000,15,214750,0.00124948,267600,272830,4.69029
20110614,6/14/2011,0,2000,2000,0,214750,0,271300,272830,4.68363
20110615,6/15/2011,0,1500,1500,-2815,211935,-0.03229,185955,188850,4.61588
20110616,6/16/2011,0,2000,2000,0,211935,0,266625,270185,4.60938
20110617,6/17/2011,0,2000,2000,0,211935,0,265075,270185,4.6029
20110620,6/20/2011,0,2000,2000,1390,213325,0.0323333,263070,271575,4.64062
20110621,6/21/2011,0,2000,2000,0,213325,0,268965,271575,4.63412
20110622,6/22/2011,0,2000,2000,420,213745,0.0113555,267170,271995,4.64501
20110623,6/23/2011,0,2000,2000,0,213745,0,271845,271995,4.63854
20110624,6/24/2011,0,2000,2000,0,213745,0,268460,271995,4.6321
20110627,6/27/2011,0,2000,2000,1245,214990,0.0340217,273100,273240,4.67129
20110628,6/28/2011,0,1500,1500,1195,216185,0.0142584,191275,189430,4.68616
20110629,6/29/2011,-500,1000,1500,1110,217295,0.0220844,108775,-61750,4.7113
20110630,6/30/2011,-500,0,500,560,217855,0.0493793,85775,-85270,4.76444
20110701,7/1/2011,-1500,500,2000,0,217855,0,283175,62085,4.75787
20110705,7/5/2011,-1000,500,1500,45,217900,0.00399467,275445,73350,4.75761
20110706,7/6/2011,-1000,1000,2000,0,217900,0,289275,84725,4.75109
20110707,7/7/2011,-1000,1000,2000,6970,224870,0.0406106,291840,91695,4.79607
20110708,7/8/2011,-1000,1000,2000,170,225040,0.0149451,293105,91865,4.81153
20110711,7/11/2011,-1000,1000,2000,0,225040,0,289235,91865,4.80498
20110712,7/12/2011,-1000,1000,2000,0,225040,0,288395,91865,4.79845
20110713,7/13/2011,-1000,1000,2000,0,225040,0,290725,91865,4.79195
20110714,7/14/2011,-1000,1000,2000,0,225040,0,290370,91865,4.78548
20110715,7/15/2011,-1000,1000,2000,3860,228900,0.0216125,294805,95725,4.80945
20110718,7/18/2011,-1000,1000,2000,0,228900,0,298975,95725,4.80298
20110719,7/19/2011,-1000,1000,2000,0,228900,0,306330,95725,4.79654
20110720,7/20/2011,-1000,1000,2000,0,228900,0,310300,95725,4.79012
20110721,7/21/2011,-500,1000,1500,18365,247265,0.145504,218600,192180,4.84256
20110722,7/22/2011,-1000,1000,2000,0,247265,0,314570,99590,4.8361
20110725,7/25/2011,-500,1000,1500,945,248210,0.0726364,302615,112600,4.89969
20110726,7/26/2011,-1000,1000,2000,1125,249335,0.0121503,318660,99685,4.91047
20110727,7/27/2011,-1000,1000,2000,2650,251985,0.0136848,311900,102335,4.92325
20110728,7/28/2011,-1000,1000,2000,745,252730,0.0189977,311945,103080,4.94271
20110729,7/29/2011,-1000,500,1500,-380,252350,-0.0329147,299865,91535,4.8782
20110801,8/1/2011,-1500,500,2000,750,253100,0.0220093,313505,81165,4.90119
20110802,8/2/2011,-1500,500,2000,0,253100,0,307740,81165,4.89475
20110803,8/3/2011,-1500,500,2000,390,253490,0.0321691,310065,81555,4.92871
20110804,8/4/2011,-1500,500,2000,0,253490,0,297820,81555,4.92226
20110805,8/5/2011,-1500,500,2000,1130,254620,0.0928299,296535,82685,4.98858
20110808,8/8/2011,-1500,500,2000,0,254620,0,282010,82685,4.98207
20110809,8/9/2011,-1500,500,2000,145,254765,0.0130331,295400,82830,4.99359
20110810,8/10/2011,-1500,500,2000,0,254765,0,285180,82830,4.9871
20110811,8/11/2011,-1500,500,2000,7205,261970,0.092812,293190,90035,5.05213
20110812,8/12/2011,-1500,500,2000,0,261970,0,295470,90035,5.04558
20110815,8/15/2011,-1500,500,2000,0,261970,0,301400,90035,5.03906
20110816,8/16/2011,-1500,500,2000,0,261970,0,298930,90035,5.03256
20110817,8/17/2011,-1500,0,1500,-6075,255895,-0.0309483,108700,-106260,4.97402
20110818,8/18/2011,-1500,0,1500,2125,258020,0.0783278,104135,-104135,5.0357
20110819,8/19/2011,0,0,0,3745,261765,0.0928626,0,0,5.09929
20110822,8/22/2011,0,1500,1500,0,261765,0,269700,269700,5.09276
20110823,8/23/2011,0,500,500,11620,273385,0.112591,9855,9855,5.15419
20110824,8/24/2011,-1500,500,2000,0,273385,0,293820,-274065,5.14761
20110825,8/25/2011,-500,500,1000,755,274140,0.020329,196570,-178235,5.16661
20110826,8/26/2011,-500,1500,2000,30,274170,0.00304414,298870,-81010,5.16424
20110829,8/29/2011,-500,500,1000,2005,276175,0.047383,207905,-175465,5.2079
20110830,8/30/2011,-1000,500,1500,490,276665,0.0388119,218230,-185095,5.24469
20110831,8/31/2011,-1000,500,1500,0,276665,0,215780,-185095,5.23804
20110901,9/1/2011,-1000,500,1500,0,276665,0,213615,-185095,5.23143
20110902,9/2/2011,-1500,500,2000,300,276965,0.0296443,293235,-268285,5.25977
20110906,9/6/2011,-1500,500,2000,0,276965,0,294950,-268285,5.25315
20110907,9/7/2011,-1500,500,2000,0,276965,0,298660,-268285,5.24655
20110908,9/8/2011,-1500,500,2000,865,277830,0.0103605,297755,-267420,5.25358
20110909,9/9/2011,-1500,500,2000,0,277830,0,292145,-267420,5.24701
20110912,9/12/2011,-1500,500,2000,1415,279245,0.0171256,294265,-266005,5.26205
20110913,9/13/2011,-1500,500,2000,0,279245,0,297425,-266005,5.2555
20110914,9/14/2011,-1500,500,2000,135,279380,0.0102936,302080,-265870,5.26243
20110915,9/15/2011,-1000,500,1500,8390,287770,0.0446063,109310,-77780,5.30303
20110916,9/16/2011,-1000,1000,2000,0,287770,0,311290,122470,5.29646
20110919,9/19/2011,-1000,1000,2000,355,288125,0.0267925,316950,122825,5.32158
20110920,9/20/2011,-1000,1000,2000,0,288125,0,318675,122825,5.31501
20110921,9/21/2011,-1000,1000,2000,0,288125,0,316545,122825,5.30847
20110922,9/22/2011,-1000,1000,2000,660,288785,0.00329588,308560,123485,5.30639
20110923,9/23/2011,-1000,500,1500,1240,290025,0.00617192,108280,-77425,5.30807
20110926,9/26/2011,-1000,500,1500,1300,291325,0.132383,301560,-269190,5.35593
20110927,9/27/2011,-1500,500,2000,0,291325,0,312590,-280460,5.34938
20110928,9/28/2011,-1500,500,2000,0,291325,0,311225,-280460,5.34286
20110929,9/29/2011,-1500,500,2000,6300,297625,0.0312523,308700,-274160,5.37132
20110930,9/30/2011,-1000,500,1500,5225,302850,0.076922,110550,-78275,5.42583
20111003,10/3/2011,0,500,500,5795,308645,0.100665,12265,13605,5.48181
20111004,10/4/2011,-500,1000,1500,0,308645,0,110650,-63155,5.47515
20111005,10/5/2011,-500,500,1000,315,308960,0.029689,101370,-73765,5.50146
20111006,10/6/2011,-1000,500,1500,0,308960,0,115030,-84780,5.49481
20111007,10/7/2011,-1000,1000,2000,0,308960,0,300365,100120,5.48818
20111010,10/10/2011,-1000,0,1000,9370,318330,0.0414833,104750,-98385,5.52399
20111011,10/11/2011,-1500,0,1500,0,318330,0,117495,-111885,5.51734
20111012,10/12/2011,-1000,0,1000,20,318350,0.00148148,104620,-98385,5.51264
20111013,10/13/2011,-1000,500,1500,0,318350,0,118695,-84795,5.50604
20111014,10/14/2011,-1000,500,1500,0,318350,0,120650,-84795,5.49946
20111017,10/17/2011,-1000,500,1500,0,318350,0,118425,-84795,5.4929
20111018,10/18/2011,-1000,0,1000,65,318415,0.00478293,101150,-98385,5.49244
20111019,10/19/2011,-1500,500,2000,0,318415,0,313690,87360,5.48592
20111020,10/20/2011,-1000,500,1500,45,318460,0.00331736,298085,100925,5.48365
20111021,10/21/2011,-1000,1000,2000,0,318460,0,312845,114505,5.47717
20111024,10/24/2011,-1000,500,1500,15,318475,0.00110457,306305,100925,5.47214
20111025,10/25/2011,-1000,500,1500,2810,321285,0.0321621,224605,174890,5.50013
20111026,10/26/2011,-1000,1000,2000,990,322275,0.00496714,316930,266865,5.49992
20111027,10/27/2011,-500,500,1000,3505,325780,0.162204,215970,186895,5.52261
20111028,10/28/2011,-500,500,1000,2175,327955,0.0108587,215965,189070,5.52899
20111031,10/31/2011,-1500,500,2000,90,328045,0.00671391,320290,84575,5.53064
20111101,11/1/2011,0,500,500,2280,330325,0.0678782,198255,202475,5.57876
20111102,11/2/2011,0,2000,2000,0,330325,0,315595,319365,5.57226
20111103,11/3/2011,0,2000,2000,0,330325,0,320550,319365,5.56578
20111104,11/4/2011,0,2000,2000,0,330325,0,318305,319365,5.55932
20111107,11/7/2011,0,2000,2000,2310,332635,0.0668886,319065,321675,5.60659
20111108,11/8/2011,0,1500,1500,640,333275,0.00316088,119580,119200,5.60395
20111109,11/9/2011,-500,1500,2000,0,333275,0,313780,-78440,5.59748
20111110,11/10/2011,-500,1500,2000,0,333275,0,309455,-78440,5.59103
20111111,11/11/2011,-500,1500,2000,0,333275,0,311880,-78440,5.5846
20111114,11/14/2011,-500,1500,2000,190,333465,0.0145753,309000,-78250,5.59477
20111115,11/15/2011,-500,1000,1500,355,333820,0.0288266,302160,-90565,5.61842
20111116,11/16/2011,-1000,1000,2000,5255,339075,0.0265887,311200,-97780,5.64008
20111117,11/17/2011,-1000,1000,2000,0,339075,0,306510,-97780,5.63364
20111118,11/18/2011,-1000,1000,2000,325,339400,0.0260626,304885,-97455,5.65477
20111121,11/21/2011,-1000,1000,2000,0,339400,0,299530,-97455,5.64833
20111122,11/22/2011,-1000,1000,2000,525,339925,0.0432277,302925,-96930,5.6826
20111123,11/23/2011,-500,1000,1500,270,340195,0.0232358,284705,-85310,5.70105
20111125,11/25/2011,-500,1500,2000,0,340195,0,293830,-73945,5.69459
20111128,11/28/2011,-500,1500,2000,0,340195,0,303330,-73945,5.68815
20111129,11/29/2011,-500,1000,1500,-555,339640,-0.0357388,288860,-86920,5.62981
20111130,11/30/2011,-500,0,500,990,340630,0.0598732,191100,-192385,5.67279
20111201,12/1/2011,-2000,0,2000,0,340630,0,313790,-312210,5.66642
20111202,12/2/2011,-2000,0,2000,0,340630,0,314610,-312210,5.66006
20111205,12/5/2011,-2000,0,2000,0,340630,0,317280,-312210,5.65373
20111206,12/6/2011,-2000,0,2000,0,340630,0,317450,-312210,5.64742
20111207,12/7/2011,-2000,0,2000,0,340630,0,317200,-312210,5.64113
20111208,12/8/2011,-1500,0,1500,2945,343575,0.0153078,120845,-119825,5.65177
20111209,12/9/2011,-2000,0,2000,0,343575,0,319445,-316635,5.6455
20111212,12/12/2011,-1500,0,1500,460,344035,0.0369181,304765,-304175,5.67475
20111213,12/13/2011,-1500,0,1500,2405,346440,0.0122199,302860,-301770,5.68217
20111214,12/14/2011,-1000,0,1000,4310,350750,0.0221702,107155,-107365,5.69929
20111215,12/15/2011,-1000,1000,2000,0,350750,0,307645,93760,5.69301
20111216,12/16/2011,-1000,1000,2000,2940,353690,0.0310372,306910,96700,5.71762
20111219,12/19/2011,-1000,1000,2000,0,353690,0,306865,96700,5.71133
20111220,12/20/2011,-1000,1000,2000,0,353690,0,316530,96700,5.70507
20111221,12/21/2011,-500,1000,1500,1050,354740,0.0114398,222945,188485,5.71163
20111222,12/22/2011,0,1500,1500,265,355005,0.0209652,302305,292145,5.72752
20111223,12/23/2011,0,1000,1000,14095,369100,0.126012,213865,213865,5.76771
20111227,12/27/2011,-1000,1000,2000,0,369100,0,321040,108370,5.76142
20111228,12/28/2011,-1000,1000,2000,0,369100,0,318340,108370,5.75515
20111229,12/29/2011,-1000,1000,2000,10,369110,0.000768049,320935,108380,5.7498
20111230,12/30/2011,-500,1000,1500,865,369975,0.00644645,306565,122225,5.75084
20120103,1/3/2012,-500,1500,2000,70,370045,0.0057377,324420,135680,5.75112
20120104,1/4/2012,-500,1000,1500,285,370330,0.0232274,313190,123410,5.76861
20120105,1/5/2012,-1000,1000,2000,7115,377445,0.0677341,327885,117825,5.81208
20120106,1/6/2012,-1000,1000,2000,0,377445,0,329150,117825,5.80581
20120109,1/9/2012,-1000,1000,2000,3415,380860,0.0276438,328265,121240,5.82683
20120110,1/10/2012,-1000,1000,2000,0,380860,0,328990,121240,5.82057
20120111,1/11/2012,-1000,1000,2000,410,381270,0.00194437,329195,121650,5.81656
20120112,1/12/2012,-1000,1000,2000,650,381920,0.0150999,327845,122300,5.82639
20120113,1/13/2012,0,1000,1000,825,382745,0.0179349,224030,225275,5.83889
20120117,1/17/2012,0,2000,2000,130,382875,0.00928571,329000,327925,5.84286
20120118,1/18/2012,0,2000,2000,0,382875,0,331900,327925,5.83663
20120119,1/19/2012,0,2000,2000,555,383430,0.0264512,331010,328480,5.85652
20120120,1/20/2012,0,1000,1000,1100,384530,0.0805719,304410,301535,5.90156
20120123,1/23/2012,-500,1000,1500,4730,389260,0.0524042,323560,291400,5.93795
20120124,1/24/2012,-500,500,1000,975,390235,0.0102642,224875,196410,5.94276
20120125,1/25/2012,-1000,500,1500,0,390235,0,251560,182960,5.93646
20120126,1/26/2012,-1000,500,1500,190,390425,0.0133125,332555,101035,5.94431
20120127,1/27/2012,-1000,1000,2000,12365,402790,0.0585256,346850,126765,5.98302
20120130,1/30/2012,-1000,500,1500,2865,405655,0.0128108,124425,-96875,5.9903
20120131,1/31/2012,-1000,500,1500,0,405655,0,124275,-96875,5.98398
20120201,2/1/2012,-1500,500,2000,0,405655,0,352625,-324970,5.97769
20120202,2/2/2012,-1500,500,2000,0,405655,0,351545,-324970,5.97141
20120203,2/3/2012,-1500,0,1500,5,405660,0.000374111,341780,-338335,5.96558
20120206,2/6/2012,-2000,0,2000,0,405660,0,356855,-351695,5.95935
20120207,2/7/2012,-2000,0,2000,0,405660,0,359585,-351695,5.95313
20120208,2/8/2012,-2000,0,2000,0,405660,0,363570,-351695,5.94693
20120209,2/9/2012,-2000,0,2000,0,405660,0,371965,-351695,5.94076
20120210,2/10/2012,-1500,0,1500,10,405670,0.000748503,358170,-338335,5.93544
20120213,2/13/2012,-1500,500,2000,0,405670,0,376250,-324985,5.9293
20120214,2/14/2012,-1500,500,2000,0,405670,0,379355,-324985,5.92318
20120215,2/15/2012,-1500,500,2000,0,405670,0,373275,-324985,5.91707
20120216,2/16/2012,-500,500,1000,1980,407650,0.0762286,264520,-214680,5.9598
20120217,2/17/2012,-500,500,1000,270,407920,0.0201267,266685,-212470,5.97368
20120221,2/21/2012,-1500,500,2000,0,407920,0,383420,-322745,5.96755
20120222,2/22/2012,-1000,500,1500,215,408135,0.0158321,369090,-309165,5.97756
20120223,2/23/2012,-500,1000,1500,30160,438295,0.135803,127820,-67680,6.0067
20120224,2/24/2012,-1000,1000,2000,0,438295,0,389175,-328885,6.00055
20120227,2/27/2012,-1000,1000,2000,115,438410,0.00862716,390765,-328770,6.00346
20120228,2/28/2012,-1000,1000,2000,0,438410,0,396250,-328770,5.99734
20120229,2/29/2012,-1000,1000,2000,185,438595,0.0117947,398895,-328585,6.00333
20120301,3/1/2012,-1000,500,1500,275,438870,0.0173283,384430,-344455,6.01439
20120302,3/2/2012,-1000,500,1500,0,438870,0,385455,-344455,6.00829
20120305,3/5/2012,-1500,500,2000,0,438870,0,396080,-360355,6.00221
20120306,3/6/2012,-1500,500,2000,0,438870,0,392845,-360355,5.99615
20120307,3/7/2012,-1500,500,2000,0,438870,0,393605,-360355,5.9901
20120308,3/8/2012,-1500,500,2000,0,438870,0,400325,-360355,5.98408
20120309,3/9/2012,-1500,500,2000,0,438870,0,402425,-360355,5.97807
20120312,3/12/2012,-1500,500,2000,50,438920,0.00371885,406015,-360305,5.97604
20120313,3/13/2012,-1000,500,1500,5195,444115,0.0537256,314130,-263610,6.01072
20120314,3/14/2012,-1000,1000,2000,235,444350,0.0174139,427265,-161015,6.02176
20120315,3/15/2012,-1000,1000,2000,0,444350,0,426080,-161015,6.01574
20120316,3/16/2012,-500,1000,1500,32225,476575,0.127202,133170,100835,6.04832
20120319,3/19/2012,-500,1000,1500,140,476715,0.0101966,132830,100975,6.05258
20120320,3/20/2012,-980,1000,1980,0,476715,0,422856,-189886,6.04656
20120321,3/21/2012,-980,1020,2000,20,476735,0.00144196,409340,-177816,6.04208
20120322,3/22/2012,-980,1020,2000,0,476735,0,408391,-177816,6.0361
20120323,3/23/2012,-980,1020,2000,0,476735,0,406868,-177816,6.03013
20120326,3/26/2012,-480,1000,1480,689.6,477425,0.0470373,409330,-173761,6.06093
20120327,3/27/2012,-980,1000,1980,0,477425,0,428895,-190021,6.05495
20120328,3/28/2012,-480,1000,1480,805,478230,0.0163609,414003,-173121,6.06475
20120329,3/29/2012,-480,1500,1980,0,478230,0,427008,-157061,6.05879
20120330,3/30/2012,0,1000,1000,3146.8,481376,0.0149369,118385,117740,6.06734
20120402,4/2/2012,0,500,500,1185,482561,0.0172566,104735,104735,6.07788
20120403,4/3/2012,-1467,500,1967,0,482561,0,428667,-219182,6.07193
20120404,4/4/2012,-1467,533,2000,0,482561,0,403546,-198580,6.066
20120405,4/5/2012,-1467,533,2000,0,482561,0,407547,-198580,6.06009
20120409,4/9/2012,-1467,533,2000,595,483156,0.0387504,408024,-197985,6.08605
20120410,4/10/2012,0,533,533,880.96,484037,0.0328227,121904,125337,6.10825
20120411,4/11/2012,0,1970,1970,62.37,484100,0.00302734,424704,428149,6.10545
20120412,4/12/2012,0,1970,1970,0,484100,0,425092,428149,6.09953
20120413,4/13/2012,0,1970,1970,0,484100,0,415308,428149,6.09362
20120416,4/16/2012,0,1970,1970,645,484745,0.0441604,403766,428794,6.12237
20120417,4/17/2012,0,1470,1470,180,484925,0.011583,404519,413254,6.12781
20120418,4/18/2012,-500,1470,1970,0,484925,0,415530,397684,6.1219
20120419,4/19/2012,-500,1470,1970,0,484925,0,405202,397684,6.11601
20120420,4/20/2012,-500,1470,1970,0,484925,0,399111,397684,6.11013
20120423,4/23/2012,-500,1470,1970,0,484925,0,397794,397684,6.10427
20120424,4/24/2012,-500,970,1470,-4735,480190,-0.0452093,292947,292949,6.03921
20120425,4/25/2012,-500,970,1470,0,480190,0,316730,292949,6.03346
20120426,4/26/2012,-500,970,1470,0,480190,0,315784,292949,6.02773
20120427,4/27/2012,-1000,970,1970,0,480190,0,416995,189544,6.02201
20120430,4/30/2012,-1000,970,1970,0,480190,0,408221,189544,6.0163
20120501,5/1/2012,-1000,970,1970,270,480460,0.0190074,408081,189814,6.02811
20120502,5/2/2012,-1000,0,1000,-18788.4,461671,-0.0562839,119930,-118975,5.94614
20120503,5/3/2012,-1500,0,1500,0,461671,0,133780,-133255,5.94056
20120504,5/4/2012,-1500,487,1987,0,461671,0,407212,142022,5.93498
20120507,5/7/2012,-1500,487,1987,2175,463846,0.0585428,408417,144197,5.96943
20120508,5/8/2012,-1500,487,1987,0,463846,0,406379,144197,5.96384
20120509,5/9/2012,-1500,487,1987,3458.91,467305,0.0398539,406781,147656,5.98969
20120510,5/10/2012,-1500,0,1500,652.58,467958,0.00235426,129290,-129535,5.98646
20120511,5/11/2012,-1991,0,1991,30,467988,0.000298166,408235,-407760,5.98118
20120514,5/14/2012,-1000,0,1000,5033.59,473021,0.0235809,28850,-28920,5.99635
20120515,5/15/2012,-500,1000,1500,375,473396,0.0257569,389545,362665,6.01308
20120516,5/16/2012,0,1000,1000,535,473931,0.0176035,287990,291535,6.02356
20120517,5/17/2012,-500,1000,1500,0,473931,0,378865,192590,6.01797
20120518,5/18/2012,-500,1000,1500,0,473931,0,377765,192590,6.0124
20120521,5/21/2012,-500,1500,2000,0,473931,0,407470,205665,6.00685
20120522,5/22/2012,-500,1500,2000,535,474466,0.00540704,404790,206200,6.0066
20120523,5/23/2012,-500,1000,1500,8695,483161,0.031437,125335,-70385,6.0271
20120524,5/24/2012,-1000,1000,2000,365,483526,0.00370897,408065,-352680,6.02521
20120525,5/25/2012,-1000,1000,2000,0,483526,0,405695,-352680,6.01968
20120529,5/29/2012,-1000,1000,2000,0,483526,0,412190,-352680,6.01416
20120530,5/30/2012,-1000,1000,2000,0,483526,0,414585,-352680,6.00866
20120531,5/31/2012,-1000,1000,2000,1595,485121,0.016268,412830,-351085,6.01799
20120601,6/1/2012,-1000,1000,2000,0,485121,0,401830,-351085,6.0125
20120604,6/4/2012,-1000,1000,2000,2180,487301,0.0226024,403210,-348905,6.02675
20120605,6/5/2012,-1000,1000,2000,0,487301,0,402985,-348905,6.02127
20120606,6/6/2012,-1000,1000,2000,0,487301,0,410435,-348905,6.0158
20120607,6/7/2012,-1000,500,1500,-335,486966,-0.022408,396050,-363855,5.98508
20120608,6/8/2012,-1500,500,2000,0,486966,0,415760,-378680,5.97967
