YYYYMMDD,Date,Short Positions,Long Positions,Total Positions,Daily PnL,Cumulative PnL,ROR,Market Value,Net Market Value,Sharpe
20130909,9/9/2013,-500,1500,2000,0,843118,0,372860,348530,6.04498
20130910,9/10/2013,-500,1500,2000,1735,844853,0.0189483,368305,350265,6.05279
20130911,9/11/2013,-500,1500,2000,0,844853,0,356980,350265,6.04913
20130912,9/12/2013,-500,1000,1500,-14835,830018,-0.0590612,123025,99085,5.9915
20130913,9/13/2013,-500,1000,1500,2785,832803,0.0298499,124320,101870,6.00455
20130916,9/16/2013,-500,1000,1500,0,832803,0,124670,101870,6.00094
20130917,9/17/2013,-500,1000,1500,0,832803,0,124415,101870,5.99734
20130918,9/18/2013,-500,500,1000,1125,833928,0.0117084,28610,5785,6.0011
20130919,9/19/2013,-1000,500,1500,0,833928,0,125470,-90910,5.9975
20130920,9/20/2013,-1000,0,1000,-380,833548,-0.0226528,106895,-107685,5.97662
20130923,9/23/2013,-1000,0,1000,820,834368,0.0746133,111865,-113065,6.00133
20130924,9/24/2013,-1000,500,1500,1855,836223,0.0265421,351385,-327685,6.0128
20130925,9/25/2013,-1000,500,1500,0,836223,0,347350,-327685,6.00921
20130926,9/26/2013,-1000,1000,2000,0,836223,0,366310,-311300,6.00562
20130927,9/27/2013,-1000,1000,2000,1525,837748,0.0160552,362960,-309775,6.01179
20130930,9/30/2013,-1000,1000,2000,0,837748,0,359065,-309775,6.00821
20131001,10/1/2013,-1000,1000,2000,405,838153,0.0247177,365375,-309370,6.01879
20131002,10/2/2013,-1000,1000,2000,980,839133,0.0104858,365665,-308390,6.0218
20131003,10/3/2013,-1000,1000,2000,140,839273,0.0083383,361865,-308250,6.02353
20131004,10/4/2013,-1000,1000,2000,0,839273,0,361910,-308250,6.01995
20131007,10/7/2013,-1000,1000,2000,1475,840748,0.0159494,362945,-306775,6.02605
20131008,10/8/2013,-500,1000,1500,1645,842393,0.0180759,268215,-215770,6.03327
20131009,10/9/2013,-500,1500,2000,1255,843648,0.00513187,361785,-123855,6.03302
20131010,10/10/2013,-500,1500,2000,0,843648,0,365635,-123855,6.02946
20131011,10/11/2013,-500,1500,2000,2555,846203,0.0346671,368180,-121300,6.04429
20131014,10/14/2013,-500,1500,2000,0,846203,0,370455,-121300,6.04072
20131015,10/15/2013,-500,1000,1500,-155,846048,-0.0130802,358915,-133150,6.02777
20131016,10/16/2013,-500,1500,2000,255,846303,0.0149429,373090,-121045,6.03329
20131017,10/17/2013,-500,1500,2000,0,846303,0,369085,-121045,6.02974
20131018,10/18/2013,-500,1500,2000,250,846553,0.0168328,370755,-120795,6.03628
20131021,10/21/2013,-500,500,1000,145,846698,0.0117459,347110,-150215,6.04
20131022,10/22/2013,-1000,500,1500,0,846698,0,359455,-162250,6.03646
20131023,10/23/2013,-1000,500,1500,165,846863,0.01371,367245,-167095,6.04129
20131024,10/24/2013,-1000,1000,2000,0,846863,0,383605,-155205,6.03775
20131025,10/25/2013,-1000,1000,2000,0,846863,0,381390,-155205,6.03422
20131028,10/28/2013,-1000,1000,2000,290,847153,0.0243902,383580,-154915,6.04453
20131029,10/29/2013,-1000,1000,2000,0,847153,0,379420,-154915,6.041
20131030,10/30/2013,-500,1000,1500,19225,866378,0.0844787,120095,88450,6.06529
20131031,10/31/2013,-1000,1000,2000,0,866378,0,380895,-172900,6.06175
20131101,11/1/2013,-1000,500,1500,-3465,862913,-0.037226,289945,-265980,6.02828
20131104,11/4/2013,-1500,500,2000,0,862913,0,383610,-356115,6.02478
20131105,11/5/2013,-1000,500,1500,1210,864123,0.0134243,293060,-265980,6.02941
20131106,11/6/2013,-1000,1000,2000,0,864123,0,381270,-176385,6.02591
20131107,11/7/2013,-1000,1000,2000,0,864123,0,377025,-176385,6.02242
20131108,11/8/2013,-1000,1000,2000,1470,865593,0.00855866,381210,-174915,6.02427
20131111,11/11/2013,-1000,1000,2000,0,865593,0,381845,-174915,6.02079
20131112,11/12/2013,-1000,1000,2000,1815,867408,0.0181686,382435,-173100,6.02793
20131113,11/13/2013,-500,1000,1500,2200,869608,0.130332,364390,-156220,6.04394
20131114,11/14/2013,-500,1500,2000,0,869608,0,386390,-137210,6.04046
20131115,11/15/2013,-500,1500,2000,60,869668,0.000655487,385270,-137150,6.0374
20131118,11/18/2013,-500,1000,1500,690,870358,0.0110689,290215,-228695,6.04064
20131119,11/19/2013,-500,1000,1500,0,870358,0,290495,-228695,6.03716
20131120,11/20/2013,-500,1000,1500,0,870358,0,288320,-228695,6.0337
20131121,11/21/2013,-1000,1000,2000,0,870358,0,383950,-320760,6.03024
20131122,11/22/2013,-500,1000,1500,105,870463,0.000403838,121370,-60755,6.02705
20131125,11/25/2013,-500,1000,1500,2595,873058,0.0281866,120165,-58160,6.03878
20131126,11/26/2013,0,1000,1000,815,873873,0.0091092,30500,31310,6.04089
20131127,11/27/2013,0,1500,1500,0,873873,0,120235,120795,6.03744
20131129,11/29/2013,0,1500,1500,55,873928,0.00289321,120825,120850,6.03583
20131202,12/2/2013,0,1500,1500,0,873928,0,119815,120850,6.03239
20131203,12/3/2013,-500,1500,2000,90,874018,0.00472069,402130,-162220,6.03191
20131204,12/4/2013,-500,1500,2000,0,874018,0,401710,-162220,6.02848
20131205,12/5/2013,-500,1500,2000,0,874018,0,403120,-162220,6.02506
20131206,12/6/2013,-500,1000,1500,135,874153,0.0102482,388025,-174495,6.02783
20131209,12/9/2013,-500,500,1000,175,874328,0.00912409,371945,-193675,6.02996
20131210,12/10/2013,-1500,500,2000,385,874713,0.00135966,402800,-224755,6.02741
20131211,12/11/2013,-1500,500,2000,0,874713,0,399295,-224755,6.024
20131212,12/12/2013,-1500,500,2000,620,875333,0.037455,397800,-224135,6.03929
20131213,12/13/2013,-1500,500,2000,0,875333,0,394105,-224135,6.03588
20131216,12/16/2013,-1500,500,2000,175,875508,0.00968353,398345,-223960,6.03832
20131217,12/17/2013,-1500,500,2000,0,875508,0,395965,-223960,6.03491
20131218,12/18/2013,-1500,500,2000,155,875663,0.00840336,395600,-223805,6.03663
20131219,12/19/2013,-1500,0,1500,625,876288,0.00698441,302925,-313290,6.03752
20131220,12/20/2013,-1500,500,2000,0,876288,0,395450,-223280,6.03412
20131223,12/23/2013,-1500,500,2000,0,876288,0,407130,-223280,6.03073
20131224,12/24/2013,-1500,500,2000,1600,877888,0.0177758,406700,-221680,6.0375
20131226,12/26/2013,-1500,500,2000,0,877888,0,406195,-221680,6.03412
20131227,12/27/2013,-1500,500,2000,0,877888,0,404030,-221680,6.03074
20131230,12/30/2013,-1500,500,2000,1595,879483,0.0174108,402035,-220085,6.03732
20131231,12/31/2013,-1500,500,2000,0,879483,0,405980,-220085,6.03395
20140102,1/2/2014,-1000,500,1500,-6210,873273,-0.0219609,124240,62690,6.01476
20140103,1/3/2014,-1000,1000,2000,0,873273,0,395155,333180,6.01141
20140106,1/6/2014,-1000,1000,2000,0,873273,0,395760,333180,6.00806
20140107,1/7/2014,-1000,1000,2000,0,873273,0,395875,333180,6.00472
20140108,1/8/2014,-500,1000,1500,900,874173,0.0624984,383595,345815,6.02627
20140109,1/9/2014,-500,1500,2000,485,874658,0.00520358,392370,358955,6.02612
20140110,1/10/2014,-500,1500,2000,0,874658,0,390885,358955,6.02278
20140113,1/13/2014,0,1500,1500,485,875143,0.029319,372695,376930,6.03476
20140114,1/14/2014,0,2000,2000,2705,877848,0.0100004,397300,397525,6.03737
20140115,1/15/2014,0,1500,1500,1075,878923,0.073272,385885,380220,6.06005
20140116,1/16/2014,-500,1500,2000,0,878923,0,403220,361775,6.05669
20140117,1/17/2014,-500,1500,2000,1355,880278,0.0144626,396495,363130,6.06168
20140121,1/21/2014,-500,1500,2000,0,880278,0,399630,363130,6.05833
20140122,1/22/2014,-500,1500,2000,480,880758,0.0260233,397500,363610,6.06884
20140123,1/23/2014,-500,1500,2000,0,880758,0,400050,363610,6.06549
20140124,1/24/2014,-500,1500,2000,0,880758,0,393665,363610,6.06215
20140127,1/27/2014,-500,1500,2000,0,880758,0,394575,363610,6.05881
20140128,1/28/2014,-500,1500,2000,0,880758,0,372260,363610,6.05548
20140129,1/29/2014,-500,1500,2000,0,880758,0,369245,363610,6.05215
20140130,1/30/2014,-500,1500,2000,0,880758,0,369370,363610,6.04883
20140131,1/31/2014,-500,1500,2000,0,880758,0,369830,363610,6.04552
20140203,2/3/2014,-500,1500,2000,0,880758,0,367430,363610,6.04221
20140204,2/4/2014,-500,1500,2000,0,880758,0,370900,363610,6.0389
20140205,2/5/2014,0,1000,1000,-16845,863913,-0.0587991,98880,108380,5.98596
20140206,2/6/2014,0,1000,1000,-1340,862573,-0.100487,105425,113135,5.88366
20140207,2/7/2014,-500,1000,1500,0,862573,0,119010,101030,5.88047
20140210,2/10/2014,-500,1000,1500,-6165,856408,-0.0509891,295040,270790,5.83674
20140211,2/11/2014,-1000,500,1500,185,856593,0.0100543,370065,162540,5.83938
20140212,2/12/2014,-1500,500,2000,0,856593,0,389090,143805,5.83623
20140213,2/13/2014,-1500,500,2000,0,856593,0,394290,143805,5.83309
20140214,2/14/2014,-1500,500,2000,0,856593,0,395030,143805,5.82995
20140218,2/18/2014,-1000,500,1500,25,856618,0.0013344,376970,162540,5.82763
20140219,2/19/2014,-1000,500,1500,4190,860808,0.0158415,372410,166730,5.83328
20140220,2/20/2014,-1000,1000,2000,0,860808,0,388950,185605,5.83015
20140221,2/21/2014,-1000,1000,2000,0,860808,0,385220,185605,5.82703
20140224,2/24/2014,-1000,1000,2000,0,860808,0,386660,185605,5.82391
20140225,2/25/2014,-1000,1000,2000,0,860808,0,383725,185605,5.82079
20140226,2/26/2014,-1000,1000,2000,0,860808,0,381840,185605,5.81768
20140227,2/27/2014,-1000,1000,2000,55,860863,0.00291391,387780,185660,5.81632
20140228,2/28/2014,-1000,1000,2000,0,860863,0,387240,185660,5.81322
20140303,3/3/2014,-500,1000,1500,145,861008,0.0119785,374900,197765,5.8169
20140304,3/4/2014,-1000,1000,2000,0,861008,0,390350,185460,5.8138
20140305,3/5/2014,-500,1000,1500,3845,864853,0.0480056,297485,275435,5.83171
20140306,3/6/2014,-500,1500,2000,0,864853,0,390585,369255,5.82862
20140307,3/7/2014,-500,1500,2000,0,864853,0,390330,369255,5.82552
20140310,3/10/2014,-500,1500,2000,0,864853,0,389985,369255,5.82243
20140311,3/11/2014,-500,1500,2000,0,864853,0,392800,369255,5.81935
20140312,3/12/2014,-500,1000,1500,-380,864473,-0.0014143,124625,100570,5.81541
20140313,3/13/2014,-1000,1000,2000,20,864493,0.00162536,388505,-164735,5.8133
20140314,3/14/2014,-500,1000,1500,2980,867473,0.0112315,122205,100590,5.81658
20140317,3/17/2014,-500,1500,2000,0,867473,0,387650,363960,5.81351
20140318,3/18/2014,-500,1000,1500,2330,869803,0.00884687,125590,100590,5.81551
20140319,3/19/2014,-1000,1000,2000,580,870383,0.0304382,390130,-164460,5.82755
20140320,3/20/2014,-500,500,1000,1410,871793,0.00620436,32880,7350,5.82809
20140321,3/21/2014,-1000,500,1500,445,872238,0.0226636,126000,-85540,5.83688
20140324,3/24/2014,-1000,500,1500,170,872408,0.00846614,376280,163975,5.83866
20140325,3/25/2014,-1000,500,1500,0,872408,0,382745,163975,5.83559
20140326,3/26/2014,-1500,500,2000,0,872408,0,398785,144080,5.83253
20140327,3/27/2014,-1500,500,2000,0,872408,0,395980,144080,5.82947
20140328,3/28/2014,-1500,500,2000,0,872408,0,396615,144080,5.82642
20140331,3/31/2014,-1500,500,2000,0,872408,0,398015,144080,5.82338
20140401,4/1/2014,-1500,0,1500,1230,873638,0.0045624,130955,-125515,5.823
20140402,4/2/2014,-1500,0,1500,0,873638,0,130395,-125515,5.81996
20140403,4/3/2014,-1000,0,1000,920,874558,0.0748881,116850,-113230,5.84213
20140404,4/4/2014,-1500,0,1500,0,874558,0,381730,-379140,5.83908
20140407,4/7/2014,-1500,500,2000,0,874558,0,392140,-365895,5.83604
20140408,4/8/2014,-1500,0,1500,210,874768,0.015855,378275,-379140,5.8416
20140409,4/9/2014,-1500,0,1500,0,874768,0,383715,-379140,5.83856
20140410,4/10/2014,-2000,0,2000,4170,878938,0.015682,392475,-388185,5.84403
20140411,4/11/2014,-1500,0,1500,4550,883488,0.0602186,292500,-294560,5.86423
20140414,4/14/2014,-1500,0,1500,915,884403,0.00420364,373005,-372940,5.86363
20140415,4/15/2014,-1000,500,1500,1860,886263,0.00713081,131770,-92225,5.86466
20140416,4/16/2014,-1000,1000,2000,685,886948,0.00692724,391370,167965,5.86558
20140417,4/17/2014,-1000,1000,2000,0,886948,0,391000,167965,5.86255
20140421,4/21/2014,-1000,1000,2000,2160,889108,0.0258084,395165,170125,5.87254
20140422,4/22/2014,-1000,1000,2000,0,889108,0,395340,170125,5.86951
20140423,4/23/2014,-1000,1000,2000,0,889108,0,391460,170125,5.86648
20140424,4/24/2014,-1000,1000,2000,1025,890133,0.0106621,412300,171150,5.86939
20140425,4/25/2014,-1000,1000,2000,0,890133,0,413870,171150,5.86636
20140428,4/28/2014,-1000,500,1500,37590,927723,0.148444,130170,-88305,5.87454
20140429,4/29/2014,-1500,500,2000,285,928008,0.0142714,427215,-384185,5.8792
20140430,4/30/2014,-1500,500,2000,0,928008,0,426825,-384185,5.87618
20140501,5/1/2014,-1500,500,2000,0,928008,0,425730,-384185,5.87316
20140502,5/2/2014,-1500,500,2000,0,928008,0,425060,-384185,5.87015
20140505,5/5/2014,-1000,500,1500,80,928088,0.00607672,415825,-371020,5.87057
20140506,5/6/2014,-1000,1000,2000,0,928088,0,424850,-357920,5.86756
20140507,5/7/2014,-1000,500,1500,545,928633,0.0113251,410525,-370560,5.87075
20140508,5/8/2014,-1000,500,1500,195,928828,0.00206022,326985,-289080,5.86894
20140509,5/9/2014,-500,1000,1500,20,928848,0.0015186,407580,-180870,5.86682
20140512,5/12/2014,-500,1000,1500,1245,930093,0.0130997,329585,-262725,5.87089
20140513,5/13/2014,-500,500,1000,40,930133,0.00303375,317090,-275910,5.86964
20140514,5/14/2014,-1000,500,1500,0,930133,0,411415,-370270,5.86665
20140515,5/15/2014,-500,500,1000,2885,933018,0.0179012,32805,7250,5.87301
20140516,5/16/2014,-500,1500,2000,0,933018,0,425110,399535,5.87003
20140519,5/19/2014,-500,1500,2000,0,933018,0,428690,399535,5.86705
20140520,5/20/2014,-500,1000,1500,3185,936203,-0.00843876,407820,382880,5.85891
20140521,5/21/2014,-1000,1000,2000,0,936203,0,429625,362705,5.85594
20140522,5/22/2014,-500,1000,1500,125,936328,0.00619579,409550,382880,5.85645
20140523,5/23/2014,-500,1500,2000,0,936328,0,433240,402940,5.85348
20140527,5/27/2014,-500,1500,2000,0,936328,0,438655,402940,5.85053
20140528,5/28/2014,-500,1500,2000,9650,945978,0.0319161,436990,412590,5.86263
20140529,5/29/2014,-500,1000,1500,5795,951773,0.0237044,125530,100695,5.87151
20140530,5/30/2014,-1000,500,1500,300,952073,0.0148736,422340,-235975,5.87643
20140602,6/2/2014,-1500,500,2000,0,952073,0,441195,-256370,5.87346
20140603,6/3/2014,-1000,500,1500,250,952323,0.0122579,424785,-235975,5.8771
20140604,6/4/2014,-1000,1000,2000,0,952323,0,448625,-215815,5.87414
20140605,6/5/2014,-1000,500,1500,445,952768,0.0220734,430495,-235975,5.88231
20140606,6/6/2014,-1000,500,1500,1080,953848,0.083045,436710,-243710,5.90381
20140609,6/9/2014,-500,500,1000,-315,953533,0.000572143,60805,-302545,5.90117
20140610,6/10/2014,-500,500,1000,165,953698,0.0118237,67680,-295945,5.90456
20140611,6/11/2014,-1500,500,2000,0,953698,0,172450,-401035,5.9016
20140612,6/12/2014,-1500,500,2000,270355,1.22405e+06,0.854202,171025,-130680,4.68816
20140613,6/13/2014,-1500,0,1500,60,1.22411e+06,0.002919,151855,-151235,4.68709
20140616,6/16/2014,-1500,0,1500,45,1.22416e+06,0.000975187,152280,-151190,4.68525
20140617,6/17/2014,-1000,0,1000,60,1.22422e+06,0.00130152,106105,-105090,4.68354
20140618,6/18/2014,-1500,500,2000,0,1.22422e+06,0,173680,-79825,4.68131
20140619,6/19/2014,-1000,500,1500,70,1.22429e+06,0.00336134,152385,-59000,4.68043
20140620,6/20/2014,-1000,1000,2000,0,1.22429e+06,0,172170,-38160,4.6782
20140623,6/23/2014,-1000,1000,2000,55,1.22434e+06,0.000603567,172595,-38105,4.67622
20140624,6/24/2014,-1000,1000,2000,35,1.22438e+06,0.00167946,171705,-38070,4.67468
20140625,6/25/2014,-1000,1000,2000,710,1.22509e+06,0.0077962,171995,-37360,4.67554
20140626,6/26/2014,-1000,1000,2000,0,1.22509e+06,0,171885,-37360,4.67332
20140627,6/27/2014,-1000,1000,2000,0,1.22509e+06,0,173435,-37360,4.67111
20140630,6/30/2014,-1000,500,1500,375,1.22546e+06,0.00813626,126935,-83450,4.6721
20140701,7/1/2014,-1000,0,1000,60,1.22552e+06,0.00287425,108665,-104325,4.67104
20140702,7/2/2014,-1500,0,1500,1525,1.22705e+06,0.109202,161885,-158050,4.69537
20140703,7/3/2014,-1500,0,1500,0,1.22705e+06,0,162180,-158050,4.69315
20140707,7/7/2014,-2000,0,2000,0,1.22705e+06,0,178515,-173565,4.69093
20140708,7/8/2014,-1500,0,1500,120,1.22717e+06,0.00773445,162175,-158050,4.69175
20140709,7/9/2014,-1500,500,2000,115,1.22728e+06,0.00548926,178185,-142490,4.69171
20140710,7/10/2014,-1500,500,2000,0,1.22728e+06,0,177845,-142490,4.6895
20140711,7/11/2014,-1500,500,2000,180,1.22746e+06,0.0116543,178280,-142310,4.69179
20140714,7/14/2014,-1500,500,2000,0,1.22746e+06,0,179970,-142310,4.68959
20140715,7/15/2014,-1500,500,2000,230,1.22769e+06,0.01472,178985,-142080,4.69299
20140716,7/16/2014,-1500,500,2000,0,1.22769e+06,0,182935,-142080,4.69079
20140717,7/17/2014,-1000,500,1500,5885,1.23358e+06,0.0651284,85660,-51720,4.70852
20140718,7/18/2014,-1500,500,2000,0,1.23358e+06,0,182660,-147970,4.70631
20140721,7/21/2014,-1500,500,2000,1175,1.23475e+06,0.0741091,181845,-146795,4.72574
20140722,7/22/2014,-1500,0,1500,365,1.23512e+06,0.0214328,166820,-163825,4.73145
20140723,7/23/2014,-2000,0,2000,0,1.23512e+06,0,185095,-181075,4.72924
20140724,7/24/2014,-1000,0,1000,1900,1.23702e+06,0.0452224,119820,-117085,4.74213
20140725,7/25/2014,-1000,1000,2000,0,1.23702e+06,0,185410,-51125,4.73992
20140728,7/28/2014,-1000,1000,2000,0,1.23702e+06,0,186500,-51125,4.73771
20140729,7/29/2014,-1000,1000,2000,355,1.23737e+06,0.00726938,185515,-50770,4.73833
20140730,7/30/2014,-500,500,1000,1005,1.23838e+06,0.048756,146075,-47060,4.75211
20140731,7/31/2014,-1500,500,2000,415,1.23879e+06,0.00431169,182160,-85170,4.75159
20140801,8/1/2014,-1500,500,2000,0,1.23879e+06,0,180940,-85170,4.74938
20140804,8/4/2014,-1500,500,2000,1015,1.23981e+06,0.0105911,181325,-84155,4.75124
20140805,8/5/2014,-1500,500,2000,40,1.23985e+06,0.00185357,179060,-84115,4.74977
20140806,8/6/2014,-1500,500,2000,1835,1.24168e+06,0.0193525,178260,-82280,4.75474
20140807,8/7/2014,-1500,500,2000,605,1.24229e+06,0.0357037,177345,-81675,4.76489
20140808,8/8/2014,-1500,500,2000,0,1.24229e+06,0,178585,-81675,4.76269
20140811,8/11/2014,-1500,500,2000,0,1.24229e+06,0,179840,-81675,4.76048
20140812,8/12/2014,-1500,500,2000,0,1.24229e+06,0,179980,-81675,4.75828
20140813,8/13/2014,-1500,500,2000,0,1.24229e+06,0,181685,-81675,4.75608
20140814,8/14/2014,-1500,500,2000,0,1.24229e+06,0,181795,-81675,4.75388
20140815,8/15/2014,-1500,500,2000,0,1.24229e+06,0,182160,-81675,4.75169
20140818,8/18/2014,-1500,500,2000,390,1.24268e+06,0.00792844,184020,-81285,4.75256
20140819,8/19/2014,-1500,0,1500,685,1.24336e+06,0.0138161,134870,-130865,4.75558
20140820,8/20/2014,-2000,0,2000,0,1.24336e+06,0,185060,-181150,4.75339
20140821,8/21/2014,-2000,0,2000,0,1.24336e+06,0,186090,-181150,4.75121
20140822,8/22/2014,-2000,0,2000,0,1.24336e+06,0,185910,-181150,4.74902
20140825,8/25/2014,-2000,0,2000,0,1.24336e+06,0,186340,-181150,4.74684
20140826,8/26/2014,-1500,0,1500,965,1.24433e+06,0.0448004,164340,-159610,4.75946
20140827,8/27/2014,-1500,0,1500,3140,1.24747e+06,0.0337689,90895,-89060,4.76898
20140828,8/28/2014,-1000,500,1500,985,1.24845e+06,0.0602815,169565,23280,4.78528
20140829,8/29/2014,-1500,500,2000,0,1.24845e+06,0,187575,5820,4.78309
20140902,9/2/2014,-1000,500,1500,175,1.24863e+06,0.0100229,169975,23280,4.78472
20140903,9/3/2014,-500,1000,1500,815,1.24944e+06,0.0162076,135740,90850,4.78856
20140904,9/4/2014,-500,1500,2000,0,1.24944e+06,0,184485,139910,4.78637
20140905,9/5/2014,-500,1000,1500,640,1.25008e+06,0.0211014,136055,91065,4.79187
20140908,9/8/2014,-1000,1000,2000,0,1.25008e+06,0,185150,41885,4.78968
20140909,9/9/2014,-1000,1000,2000,0,1.25008e+06,0,184825,41885,4.7875
20140910,9/10/2014,-1000,1000,2000,10,1.25009e+06,0.000571429,187200,41895,4.78555
20140911,9/11/2014,-1000,1000,2000,0,1.25009e+06,0,187585,41895,4.78337
20140912,9/12/2014,-1000,1000,2000,0,1.25009e+06,0,187130,41895,4.7812
20140915,9/15/2014,-1000,1000,2000,0,1.25009e+06,0,187110,41895,4.77902
20140916,9/16/2014,-1000,1000,2000,0,1.25009e+06,0,187755,41895,4.77686
20140917,9/17/2014,-1000,1000,2000,400,1.25049e+06,0.00416667,187940,42295,4.77631
20140918,9/18/2014,-500,500,1000,1380,1.25187e+06,0.0452661,68480,-31670,4.78892
20140919,9/19/2014,-500,500,1000,0,1.25187e+06,0,67890,-31670,4.78675
20140922,9/22/2014,-1500,500,2000,0,1.25187e+06,0,187970,-151755,4.78459
20140923,9/23/2014,-1500,500,2000,0,1.25187e+06,0,187620,-151755,4.78243
20140924,9/24/2014,-1500,500,2000,400,1.25227e+06,0.00414272,187945,-151355,4.78187
20140925,9/25/2014,-1500,500,2000,0,1.25227e+06,0,183530,-151355,4.77971
20140926,9/26/2014,-1500,500,2000,1450,1.25372e+06,0.025512,185740,-149905,4.78661
20140929,9/29/2014,-1000,500,1500,875,1.2546e+06,0.0177918,135490,-100725,4.79097
20140930,9/30/2014,-1500,500,2000,140,1.25474e+06,0.0022875,185880,-150960,4.7897
20141001,10/1/2014,-500,0,500,1045,1.25578e+06,-0.00547688,49590,-50375,4.78535
20141002,10/2/2014,-500,0,500,425,1.25621e+06,0.00843672,49950,-49950,4.78641
20141003,10/3/2014,-500,1500,2000,0,1.25621e+06,0,184205,84445,4.78426
20141006,10/6/2014,-500,1500,2000,140,1.25635e+06,0.0028028,184430,84585,4.7832
20141007,10/7/2014,-500,1500,2000,0,1.25635e+06,0,181730,84585,4.78105
20141008,10/8/2014,-500,500,1000,465,1.25681e+06,0.0220233,145080,44525,4.78681
20141009,10/9/2014,-1500,500,2000,0,1.25681e+06,0,183455,4790,4.78467
20141010,10/10/2014,-500,500,1000,1765,1.25858e+06,0.0905572,143330,44525,4.80571
20141013,10/13/2014,-500,1500,2000,0,1.25858e+06,0,179225,82085,4.80356
20141014,10/14/2014,-500,500,1000,375,1.25895e+06,0.0231229,141275,44525,4.80965
20141015,10/15/2014,-1500,500,2000,1040,1.25999e+06,0.0208793,176895,8315,4.815
20141016,10/16/2014,-1500,500,2000,0,1.25999e+06,0,174845,8315,4.81285
20141017,10/17/2014,-1500,500,2000,0,1.25999e+06,0,177365,8315,4.8107
20141020,10/20/2014,-1500,500,2000,0,1.25999e+06,0,172260,8315,4.80856
20141021,10/21/2014,0,0,0,0,1.25999e+06,0,0,0,4.80642
20141022,10/22/2014,0,0,0,0,1.25999e+06,0,0,0,4.80428
20141023,10/23/2014,0,0,0,0,1.25999e+06,0,0,0,4.80215
20141024,10/24/2014,0,0,0,0,1.25999e+06,0,0,0,4.80002
20141027,10/27/2014,0,0,0,0,1.25999e+06,0,0,0,4.79789
20141028,10/28/2014,0,0,0,0,1.25999e+06,0,0,0,4.79576
20141029,10/29/2014,0,0,0,0,1.25999e+06,0,0,0,4.79364
20141030,10/30/2014,0,0,0,0,1.25999e+06,0,0,0,4.79152
20141031,10/31/2014,0,0,0,0,1.25999e+06,0,0,0,4.78941
20141103,11/3/2014,0,0,0,0,1.25999e+06,0,0,0,4.78729
20141104,11/4/2014,0,0,0,0,1.25999e+06,0,0,0,4.78518
20141105,11/5/2014,0,0,0,0,1.25999e+06,0,0,0,4.78307
20141106,11/6/2014,0,0,0,0,1.25999e+06,0,0,0,4.78097
20141107,11/7/2014,0,0,0,0,1.25999e+06,0,0,0,4.77886
20141110,11/10/2014,0,0,0,0,1.25999e+06,0,0,0,4.77676
20141111,11/11/2014,0,0,0,0,1.25999e+06,0,0,0,4.77467
20141112,11/12/2014,0,0,0,0,1.25999e+06,0,0,0,4.77257
20141113,11/13/2014,0,0,0,0,1.25999e+06,0,0,0,4.77048
20141114,11/14/2014,0,0,0,0,1.25999e+06,0,0,0,4.76839
20141117,11/17/2014,0,0,0,0,1.25999e+06,0,0,0,4.7663
20141118,11/18/2014,0,0,0,0,1.25999e+06,0,0,0,4.76422
20141119,11/19/2014,0,0,0,0,1.25999e+06,0,0,0,4.76214
20141120,11/20/2014,0,0,0,0,1.25999e+06,0,0,0,4.76006
20141121,11/21/2014,0,0,0,0,1.25999e+06,0,0,0,4.75798
20141124,11/24/2014,0,0,0,0,1.25999e+06,0,0,0,4.75591
20141125,11/25/2014,0,0,0,0,1.25999e+06,0,0,0,4.75384
20141126,11/26/2014,0,0,0,0,1.25999e+06,0,0,0,4.75177
20141128,11/28/2014,0,0,0,0,1.25999e+06,0,0,0,4.74971
20141201,12/1/2014,0,0,0,0,1.25999e+06,0,0,0,4.74765
20141202,12/2/2014,0,0,0,0,1.25999e+06,0,0,0,4.74559
20141203,12/3/2014,0,0,0,0,1.25999e+06,0,0,0,4.74353
20141204,12/4/2014,0,0,0,0,1.25999e+06,0,0,0,4.74148
20141205,12/5/2014,0,0,0,0,1.25999e+06,0,0,0,4.73943
